160000513;+00:00;1925033869967360001;125990;2;1;470416;;;;;;;;;;;
160000513;+00:00;1925033869967360002;125930;1;1;470418;;;;;;;;;;;
160000596;+00:00;1925033869967360004;126040;2;0;470422;;;;;;;;;;;
160000611;+00:00;1925033869967360005;125920;1;1;470424;;;;;;;;;;;
160000611;+00:00;1925033869967360006;125910;1;1;470426;;;;;;;;;;;
160000627;+00:00;1925033869967360007;126020;2;1;470430;;;;;;;;;;;
160000627;+00:00;1925033869967360008;126020;1;1;470432;;;;;;;;;;;
160000814;+00:00;1925033869967360009;126020;2;1;470432;;;;;;;;;;;
160000830;+00:00;1925033869967360010;126020;1;1;470432;;;;;;;;;;;
160000927;+00:00;1925033869967360011;126020;1;1;470432;;;;;;;;;;;
160000930;+00:00;1925033869967360012;126020;1;1;470434;;;;;;;;;;;
160000963;+00:00;1925033869967360013;126020;1;1;470436;;;;;;;;;;;
160001043;+00:00;1925033869967360014;125970;1;1;470434;;;;;;;;;;;
160001050;+00:00;1925033869967360015;125970;3;1;470440;;;;;;;;;;;
160001050;+00:00;1925033869967360016;125960;1;1;470440;;;;;;;;;;;
160001050;+00:00;1925033869967360017;125960;1;1;470442;;;;;;;;;;;
160001145;+00:00;1925033869967360018;125950;3;1;470448;;;;;;;;;;;
160001145;+00:00;1925033869967360019;125950;2;1;470452;;;;;;;;;;;
160001154;+00:00;1925033869967360020;125930;1;1;470452;;;;;;;;;;;
160001154;+00:00;1925033869967360021;125930;3;1;470452;;;;;;;;;;;
160001154;+00:00;1925033869967360022;125930;3;1;470452;;;;;;;;;;;
160001154;+00:00;1925033869967360023;125920;1;1;470454;;;;;;;;;;;
160001154;+00:00;1925033869967360024;125910;1;1;470456;;;;;;;;;;;
160001154;+00:00;1925033869967360025;125910;1;1;470458;;;;;;;;;;;
160001154;+00:00;1925033869967360026;125910;3;1;470464;;;;;;;;;;;
160001154;+00:00;1925033869967360027;125910;2;1;470468;;;;;;;;;;;
160001204;+00:00;1925033869967360028;125900;1;1;470468;;;;;;;;;;;
160001234;+00:00;1925033869967360029;125900;1;1;470466;;;;;;;;;;;
160001234;+00:00;1925033869967360030;125890;1;1;470466;;;;;;;;;;;
160001234;+00:00;1925033869967360031;125880;1;1;470466;;;;;;;;;;;
160001234;+00:00;1925033869967360032;125870;1;1;470466;;;;;;;;;;;
160001234;+00:00;1925033869967360033;125870;1;1;470466;;;;;;;;;;;
160001234;+00:00;1925033869967360034;125860;3;1;470466;;;;;;;;;;;
160001234;+00:00;1925033869967360035;125860;1;1;470466;;;;;;;;;;;
160001234;+00:00;1925033869967360036;125860;3;1;470466;;;;;;;;;;;
160001234;+00:00;1925033869967360037;125860;5;1;470466;;;;;;;;;;;
160001234;+00:00;1925033869967360038;125850;1;1;470466;;;;;;;;;;;
160001234;+00:00;1925033869967360039;125850;3;1;470466;;;;;;;;;;;
160001234;+00:00;1925033869967360040;125850;3;1;470466;;;;;;;;;;;
160001234;+00:00;1925033869967360041;125850;3;1;470466;;;;;;;;;;;
160001234;+00:00;1925033869967360042;125840;4;1;470466;;;;;;;;;;;
160001243;+00:00;1925033869967360043;125870;3;0;470460;;;;;;;;;;;
160001377;+00:00;1925033869967360044;125880;1;0;470460;;;;;;;;;;;
160001377;+00:00;1925033869967360045;125880;2;0;470456;;;;;;;;;;;
160001377;+00:00;1925033869967360046;125880;1;0;470454;;;;;;;;;;;
160001509;+00:00;1925033869967360047;125860;2;1;470450;;;;;;;;;;;
160001563;+00:00;1925033869967360048;125890;2;0;470450;;;;;;;;;;;
160001564;+00:00;1925033869967360049;125890;1;0;470450;;;;;;;;;;;
160001564;+00:00;1925033869967360050;125890;2;0;470450;;;;;;;;;;;
160001564;+00:00;1925033869967360051;125890;2;0;470450;;;;;;;;;;;
160001565;+00:00;1925033869967360052;125890;1;0;470450;;;;;;;;;;;
160001573;+00:00;1925033869967360053;125890;1;0;470452;;;;;;;;;;;
160001594;+00:00;1925033869967360054;125890;2;0;470456;;;;;;;;;;;
160001595;+00:00;1925033869967360055;125900;3;0;470456;;;;;;;;;;;
160001650;+00:00;1925033869967360056;125900;1;0;470454;;;;;;;;;;;
160001666;+00:00;1925033869967360057;125900;1;0;470452;;;;;;;;;;;
160001697;+00:00;1925033869967360058;125900;1;0;470450;;;;;;;;;;;
160001921;+00:00;1925033869967360059;125870;1;1;470448;;;;;;;;;;;
160001921;+00:00;1925033869967360060;125870;2;1;470444;;;;;;;;;;;
